           km_,   km_pc_id, km_new_skill_id, km_done_flag, km_skill_growth_category, 
       sSlabel,    eSSHORT,    eSSHORT,    eSSHORT,     eUCHAR, 
 0 :     PC_000,          0,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
          ,           ,         -1,         -1,          0, 
