           km_, km_get_skill_id, 
       sSlabel,    eSSHORT, 
 0 :     PC_000,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
 1 : david_nassau_s,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
          ,         -1, 
 2 : emma_honeywell_s,         -1, 
          ,          0, 
          ,          0, 
          ,          0, 
          ,          0, 
          ,          0, 
          ,          0, 
          ,          0, 
          ,          0, 
